"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"potwór";0;0;0;0,00779784776785484;0;0;0,00264445383587133;0;0;0;0;0;0,00629542556199156;0;0;0;0;0;0
"powa¿ny";0,00114242965650495;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powiedzieæ";0,001013417229255;0,00210456185739369;0,0159099382582789;0,0126551032918241;0;0,00106867402921809;0,00143055868062163;0;0;0;0;0;0;0;0;0,00333465877635644;0;0;0
"powieœæ";0;0;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0;0;0,00751835072556386;0;0;0
"powietrze";0,00228485931300991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0139396030619896;0
"powinien";0,00228485931300991;0;0;0,00475538435350452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powodowaæ";0,000936674292199236;0,00194518992894261;0;0,00389892388392742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"powoli";0;0;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0,00751835072556386;0;0;0
"powolny";0;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0,0257772024876475;0;0;0;0
"powód";0,000584933173662479;0;0,00166964358707071;0,00243479504058921;0;0;0,00330281035297404;0;0;0;0;0;0,00393135936813813;0;0;0,00384945604796859;0;0;0
"powrotem";0,00228485931300991;0;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"powrotny";0,0015813770759364;0;0,00225695533478272;0;0,00248664547947299;0;0;0;0;0;0;0;0,00531424944076498;0;0;0;0;0;0
"powróciæ";0;0;0,00193373435598014;0;0;0,00285756590290241;0;0,00218119979451441;0;0;0;0;0,00455319011479013;0;0;0;0,0046975595574542;0;0
"powrót";0,00202683445851;0,00210456185739369;0;0,00632755164591207;0;0,00641204417530852;0;0,00163145253837597;0;0;0;0;0;0;0;0,00333465877635644;0;0;0,00560534082251355
"powstrzymaæ";0,0015813770759364;0;0;0,00987376653049891;0;0,00166760201294035;0;0;0;0;0;0;0;0;0;0,00520353591074904;0;0;0
"pozbawiæ";0,00114242965650495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0;0
"poznaæ";0;0;0;0,00281991130096079;0;0,00285756590290241;0;0,00218119979451441;0;0;0;0,029181809372064;0;0;0,0152857096710811;0;0;0;0
"poznawaæ";0,00175479952098744;0,00364418921706887;0,00166964358707071;0;0,00183956306717083;0;0;0,00376662517037923;0;0;0;0;0;0;0;0;0;0;0,00647068098335576
"pozosta³y";0,00395344268984099;0,00164202155839561;0;0;0;0,00166760201294035;0;0;0;0,00964775756842741;0;0;0;0;0;0;0;0;0
"pozostawaæ";0,000790688537968198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00520353591074904;0,00548275003278923;0;0,00874679966320461
"pozostawiaæ";0;0;0;0;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"pozwalaæ";0;0,00121472973902296;0;0,00243479504058921;0;0,00123365357026886;0;0;0;0,0017842972239511;0,00158377620259279;0;0;0;0;0;0;0,00713718889580442;0
"pozwoliæ";0,000790688537968198;0;0;0;0,00497329095894599;0;0,00223230140361826;0;0;0;0;0;0;0;0;0;0;0,00964775756842741;0
"po¿egnaæ";0;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0,00767831563461841;0;0;0;0;0;0
"po¿yczyæ";0,00228485931300991;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"pójœæ";0,000677453189784109;0,00140686590106371;0,00386746871196029;0,00281991130096079;0;0;0,00191261114057222;0;0;0;0;0;0;0;0;0;0;0;0
"pó³noc";0,00316275415187279;0;0,00225695533478272;0;0;0;0,00446460280723652;0;0;0;0;0;0;0;0;0;0,00548275003278923;0;0
"póŸniej";0,00249611785200724;0,00115192972214213;0,0023749876349587;0,00346337874731898;0;0,000584937607423062;0,000783014791267416;0;0,0111055759831872;0;0,00225284541373225;0;0,00186405648890375;0;0;0;0,00192316071903973;0;0,00306807741169762
"póŸniejszy";0;0,00474496349663051;0;0;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"póŸno";0;0;0;0;0;0,00240944177555162;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"praca";0,00114242965650495;0;0;0;0,00718568033947696;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pracownica";0,00114242965650495;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"pracownik";0,00114242965650495;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pragn¹æ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0257772024876475;0,00751835072556386;0;0;0
"prawda";0;0,00164202155839561;0;0;0;0;0;0,00254578427343554;0;0,0048238787842137;0,0042817666922735;0;0;0;0;0;0;0;0
"prawdopodobny";0,000936674292199236;0;0;0;0;0;0;0;0;0;0;0;0,00629542556199156;0;0,0211346429581145;0;0;0;0
"prawdziwy";0,000379177809356762;0,00157487583930062;0;0,00473500371303634;0,00238496130973733;0,000799705127597384;0,00107050894935578;0;0;0;0;0,0163333713939587;0,00254846929551128;0;0;0;0;0;0,0041945623035069
"prawie";0;0;0,00326097139903974;0,00951076870700904;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prawo";0;0;0;0;0;0,00166760201294035;0;0;0;0,00241193939210685;0,00856353338454699;0;0;0;0;0;0,00548275003278923;0;0
"prefekt";0,00187334858439847;0;0;0;0,00294575775743632;0;0;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"premiera";0;0,00237248174831526;0;0;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prezent";0;0;0,00333928717414142;0;0;0,00123365357026886;0,00495421552946106;0;0;0;0,00158377620259279;0;0,00393135936813813;0;0;0,00384945604796859;0;0;0
"prêdkoœæ";0,00114242965650495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0126378502468622
"privet";0,000677453189784109;0,00281373180212743;0,00386746871196029;0;0;0,0014287829514512;0;0,00218119979451441;0;0;0;0;0;0;0;0;0;0;0
"problem";0,00281002287659771;0;0,00267365965132774;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"profesor";0,00417095590292438;0,00236231375895093;0,00108233183935871;0;0,00357744196460599;0,00159941025519477;0,00963458054420204;0,00244168179388737;0;0;0,00513334529524416;0,0163333713939587;0;0;0;0;0;0;0
"promieñ";0,00187334858439847;0,00194518992894261;0;0;0;0;0;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"proponowaæ";0,0005067086146275;0,00105228092869685;0;0;0,00159355375153317;0;0,00143055868062163;0;0;0,0030913574922446;0,00685986948279039;0;0;0;0;0,00333465877635644;0;0;0
"prosiæ";0,00526736903317729;0,00455780684237979;0;0,00182712666682809;0,00414135236762252;0,000925762250329069;0;0;0;0;0;0;0,0059003664938231;0;0;0,00288872109593423;0;0,00535591207486517;0
"prosto";0;0;0;0,00475538435350452;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"proœba";0,000790688537968198;0;0,00225695533478272;0,0032912555101663;0;0;0;0;0;0;0;0;0;0;0;0;0,00548275003278923;0;0
"prowadziæ";0,00175578967772576;0,000911561368475957;0,00250587854105138;0,00182712666682809;0,00276090157841501;0,000925762250329069;0,00371775823270184;0;0;0,00133897801871629;0;0;0;0;0;0;0;0;0
"próba";0,0015813770759364;0,00164202155839561;0;0;0;0,00166760201294035;0;0;0;0;0;0;0;0,0335511569170684;0;0;0;0;0
"próbowaæ";0,00139915233075434;0,000968539098206617;0,00133125504562737;0,000970666197250995;0,00220010513071603;0,00196725523063035;0,00197506955130813;0,00225242926179761;0;0,000711335850560546;0,000631395250211837;0;0,0015672931742847;0;0,00526162708509864;0;0;0;0
"przebraæ";0;0,00164202155839561;0;0;0;0,00166760201294035;0,00223230140361826;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"przebywaæ";0,000936674292199236;0;0;0;0;0,00197549333288014;0;0;0;0;0;0;0;0;0;0;0;0,0114290343893666;0
"przechadzaj¹c";0,00114242965650495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0;0
"przechodz¹c";0;0;0;0;0;0;0;0,00367828710469262;0;0;0;0;0,00767831563461841;0;0;0;0;0;0
"przechodziæ";0;0;0;0;0;0;0;0;0;0,00696980153099482;0;0;0;0,0484765300513968;0;0;0;0;0
"przeciwieñstwo";0,000936674292199236;0;0;0;0;0,00197549333288014;0;0;0;0;0;0;0;0;0;0;0;0,0114290343893666;0
"przeciwko";0,00114242965650495;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"przedmiot";0;0,00140686590106371;0,00386746871196029;0,00281991130096079;0,00213053033026131;0;0;0;0;0;0,00183428516052974;0;0;0;0;0;0;0;0
"przedostatni";0;0,00474496349663051;0;0;0;0;0;0;0;0;0;0;0;0,0484765300513968;0;0;0;0;0
"przedstawiaæ";0,0005067086146275;0,00210456185739369;0;0;0;0,00213734805843617;0,00143055868062163;0,00163145253837597;0;0,0015456787461223;0,00137197389655808;0;0;0;0;0;0;0;0
"przedtem";0,00237206561390459;0;0;0;0;0;0,00223230140361826;0;0;0;0,00214088334613675;0;0,00531424944076498;0;0;0;0;0;0
"przedzia³";0,000936674292199236;0;0;0;0,00294575775743632;0;0,00264445383587133;0;0;0;0;0;0;0;0;0;0;0;0
"przegraæ";0;0;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"przegrywaæ";0;0;0;0;0;0,00240944177555162;0,00645070012600514;0;0;0;0;0;0;0;0;0;0;0;0
"przegryzaæ";0;0;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0,00792177442303314;0;0
"przej¹æ";0;0;0,00267365965132774;0;0;0;0;0;0;0,00285725859734166;0;0;0;0,0397457464585437;0;0;0;0;0
"przejœcie";0;0;0,00193373435598014;0,00281991130096079;0;0,0014287829514512;0;0;0;0,008266091925134;0,00550285548158921;0;0;0;0;0;0;0;0
"przejœæ";0,00316275415187279;0;0,00451391066956543;0,0032912555101663;0;0;0;0;0;0;0;0;0,00531424944076498;0;0;0;0;0;0
"przekazaæ";0;0;0;0;0;0,00722832532665486;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"przekazywaæ";0,00114242965650495;0;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekl¹æ";0;0;0;0;0,00359284016973848;0;0;0;0;0;0;0;0;0;0,0257772024876475;0;0;0;0
"przekonaæ";0,00116986634732496;0,00121472973902296;0;0;0;0,00123365357026886;0;0,00376662517037923;0;0;0,00158377620259279;0;0;0;0;0,00384945604796859;0;0;0
"przekonywaæ";0;0;0;0;0,00248664547947299;0,00667040805176138;0;0;0;0;0,00214088334613675;0;0;0;0;0;0,0109655000655785;0;0
"przemiana";0;0,00121472973902296;0;0;0;0;0,00165140517648702;0;0;0;0;0;0;0;0;0,0153978241918743;0,00405601222615227;0,00713718889580442;0,00647068098335576
"przemieniaæ";0,000936674292199236;0,00194518992894261;0;0;0;0;0,00264445383587133;0;0;0;0;0;0;0;0;0;0;0;0
"przemieniæ";0;0;0;0;0;0,00166760201294035;0,00446460280723652;0;0;0;0;0;0,00531424944076498;0;0;0,0104070718214981;0;0;0
"przeniesienie";0;0,00237248174831526;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"przenieœæ";0,00114242965650495;0;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"przenosiæ";0;0;0;0;0;0,00166760201294035;0,00223230140361826;0;0;0,00241193939210685;0,00214088334613675;0;0;0;0;0;0;0;0
"przepowiednia";0;0;0;0;0,00248664547947299;0,00500280603882104;0,00223230140361826;0,00509156854687109;0;0;0;0;0;0;0;0;0;0;0
"przepraszaæ";0,000790688537968198;0;0;0;0;0;0;0;0;0,00241193939210685;0,00214088334613675;0;0;0;0;0;0,00548275003278923;0;0
"przeprosiæ";0,000936674292199236;0;0;0;0;0,00197549333288014;0;0;0;0;0,00253615715497374;0;0;0;0;0;0;0;0
"przeprowadzaæ";0,00114242965650495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0126378502468622
"przeprowadziæ";0,000936674292199236;0;0;0;0;0,00197549333288014;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"przeraziæ";0,000758355618713523;0,000787437919650309;0;0;0;0,000799705127597384;0,00214101789871157;0;0,0151831339718489;0,00115665505579536;0,00102666905904883;0;0;0;0;0,00249537618518813;0;0,00462662022318143;0
"przera¿enie";0,00114242965650495;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przes³uchanie";0;0,00194518992894261;0;0;0;0;0,00264445383587133;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"przestawaæ";0;0;0;0;0;0,00395098666576028;0;0;0;0;0,00253615715497374;0;0;0;0;0;0;0;0,0103617315670133
"przeszkadzaæ";0;0;0;0,00389892388392742;0;0,00197549333288014;0;0;0;0;0,00253615715497374;0;0;0;0;0;0;0;0
"przeszkoda";0,000936674292199236;0;0,00267365965132774;0;0,00294575775743632;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesz³oœæ";0;0,00281373180212743;0,00193373435598014;0;0,00213053033026131;0,0014287829514512;0;0;0;0;0;0;0;0;0,0152857096710811;0;0;0;0
"prze¿yæ";0;0;0,00267365965132774;0;0;0,00197549333288014;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"prze¿ywaæ";0,00114242965650495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00792177442303314;0;0
"przybieraæ";0;0,00194518992894261;0;0;0;0;0,00264445383587133;0;0;0;0;0;0;0;0;0,0061642708627834;0;0;0
"przybraæ";0;0;0;0;0;0;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0,0252757004937244
"przybyæ";0,000758355618713523;0,00157487583930062;0;0;0;0,000799705127597384;0;0;0;0,00346996516738607;0,00102666905904883;0;0,00254846929551128;0;0,00855557549207359;0,00249537618518813;0;0;0,0041945623035069
"przyby³y";0;0;0;0;0;0,00166760201294035;0,00223230140361826;0;0;0,00241193939210685;0;0;0;0;0;0;0,00548275003278923;0;0
"przybywaæ";0,000877894838862881;0,00273468410542787;0;0;0;0,000925762250329069;0;0,0042398443265354;0,0175764438513181;0,00133897801871629;0,0011885023937558;0;0;0;0;0;0;0;0,00485574907954702
"przychodziæ";0;0,00105228092869685;0,0014463580234799;0,00210918388197069;0,00318710750306633;0;0,00143055868062163;0,00326290507675194;0;0;0;0;0;0;0;0;0,00351359168630727;0;0
"przydzia³";0;0;0,00267365965132774;0,00389892388392742;0;0;0;0,00301581541644669;0;0;0;0;0;0;0;0;0;0;0
"przygoda";0;0,00194518992894261;0,00267365965132774;0;0;0;0;0;0;0;0;0;0,0188862766859747;0;0;0;0;0;0
"przygotowanie";0,000936674292199236;0,00194518992894261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00649503661639617;0;0
"przyjaciel";0,000770295878019688;0,00199959019467675;0,000549686541468367;0;0,00121125618429755;0,00121844464829932;0,00163104606346324;0;0;0,000587433256762332;0,000521416947907136;0;0,00129429738842197;0;0,00434514123255947;0,00253466571899302;0;0,00469946605409865;0,00213030270545717
"przyjacio³om";0,00114242965650495;0;0;0;0;0;0;0;0;0;0;0;0,00767831563461841;0;0;0;0;0;0
"przyjació³";0,001013417229255;0,00210456185739369;0;0;0;0,00106867402921809;0,00286111736124326;0;0;0,0015456787461223;0;0,0436537148904843;0,00340560896308743;0;0;0;0;0;0
"przyjació³mi";0;0,00164202155839561;0,00225695533478272;0;0;0;0;0,00254578427343554;0;0;0;0;0,00531424944076498;0;0;0;0;0;0
"przyjaŸniæ";0,000936674292199236;0,00194518992894261;0;0;0;0,00197549333288014;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjaŸñ";0;0;0;0;0;0,00481888355110324;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"przyj¹æ";0,000936674292199236;0;0,00267365965132774;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"przyjechaæ";0;0;0;0;0;0;0;0;0;0;0;0;0,0153566312692368;0;0;0,00751835072556386;0;0;0
"przyjêcie";0;0,00140686590106371;0;0,00281991130096079;0,00852212132104523;0;0;0;0;0;0,00183428516052974;0;0;0;0;0,00445833198739866;0;0;0
"przyjmowaæ";0;0;0;0;0,00248664547947299;0,00333520402588069;0;0;0;0,00241193939210685;0,00214088334613675;0;0;0;0;0;0;0;0
"przyjœæ";0,000677453189784109;0;0,00580120306794043;0,00563982260192159;0,00213053033026131;0,0014287829514512;0;0;0;0;0;0;0;0;0;0;0;0;0
"przylecieæ";0;0;0,00326097139903974;0,00475538435350452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przynajmniej";0;0;0;0;0;0,00240944177555162;0;0;0;0;0;0;0,0153566312692368;0;0;0;0;0;0
"przynieœæ";0,000790688537968198;0;0,00225695533478272;0,0032912555101663;0;0;0;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"przynosiæ";0,000677453189784109;0;0,00386746871196029;0;0,00213053033026131;0;0;0;0;0,004133045962567;0;0;0,00455319011479013;0;0;0;0;0;0
"przypadaæ";0,00114242965650495;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"przypadek";0;0;0,00225695533478272;0,0032912555101663;0;0;0;0;0,0316609508935716;0;0;0;0;0;0;0;0,00548275003278923;0;0
"przypadkiem";0;0;0,00225695533478272;0;0;0;0;0;0;0,00241193939210685;0,00214088334613675;0;0;0;0;0;0,00548275003278923;0;0
"przyp³yw";0,000936674292199236;0;0;0;0;0,00197549333288014;0,00264445383587133;0;0;0;0;0;0;0;0;0;0;0;0
"przypominaæ";0,00237206561390459;0;0;0;0,00248664547947299;0;0,00223230140361826;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"przypomnieæ";0,000936674292199236;0;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0,0061642708627834;0;0;0
"przysiêga";0;0;0;0;0,00745993643841898;0,00166760201294035;0;0;0;0,00241193939210685;0,00214088334613675;0;0;0;0;0;0;0;0
"przytomnoœæ";0,000790688537968198;0;0,00225695533478272;0;0;0;0,00446460280723652;0;0;0,00241193939210685;0;0;0;0;0;0;0;0;0
"przytomny";0;0;0,00267365965132774;0,00389892388392742;0;0;0;0;0;0;0;0;0;0;0;0,0061642708627834;0;0;0
"przywi¹zaæ";0,00228485931300991;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0257772024876475;0;0;0;0
"przywo³ywaæ";0,00228485931300991;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywódca";0;0;0;0;0;0,00197549333288014;0;0;0;0,00571451719468332;0;0;0;0;0;0;0,00649503661639617;0;0
"przywróciæ";0,000790688537968198;0;0;0;0;0,00166760201294035;0;0;0;0,00241193939210685;0;0;0,00531424944076498;0;0;0;0;0;0
"przyznawaæ";0;0;0;0,00243479504058921;0;0;0,00165140517648702;0,00188331258518961;0;0,00356859444790221;0,00158377620259279;0;0;0;0;0;0;0;0,00647068098335576
"puchar";0,00467946538929984;0,00121472973902296;0,00667857434828285;0,00243479504058921;0,00183956306717083;0;0;0,00188331258518961;0;0;0;0;0;0;0;0;0;0;0
"puchonami";0;0;0;0,00475538435350452;0;0;0,00645070012600514;0;0;0;0;0;0;0;0;0;0;0;0
"pu³apka";0,000936674292199236;0,00194518992894261;0;0;0;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0;0
"punkt";0,000677453189784109;0;0,00773493742392057;0,00281991130096079;0;0,0014287829514512;0;0,00218119979451441;0;0;0;0;0;0;0;0;0;0;0
"push";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123285417255668;0;0,0114290343893666;0,0103617315670133
"puszcza";0,00228485931300991;0;0;0;0;0;0;0;0;0,0104547022964922;0;0;0;0;0;0;0;0;0
"pyta";0,0021947370971572;0,00182312273695191;0;0;0,00276090157841501;0;0,00123925274423395;0,00141328144217847;0;0,00133897801871629;0,00237700478751159;0;0;0;0;0;0;0;0,00485574907954702
"pytanie";0;0,00194518992894261;0,00534731930265548;0;0;0;0;0;0;0;0,00253615715497374;0;0;0;0;0;0;0;0
"quidditcha";0,001013417229255;0;0,0014463580234799;0,00632755164591207;0,00796776875766583;0,00106867402921809;0,00143055868062163;0,00489435761512791;0;0;0;0;0;0;0;0;0;0;0
"quidditchu";0,00281002287659771;0;0;0;0;0;0,00264445383587133;0,00904744624934008;0;0;0;0;0;0;0;0;0;0;0
"rada";0,00114242965650495;0;0;0;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"radoœæ";0,000936674292199236;0;0;0;0;0;0,00264445383587133;0;0;0;0,00253615715497374;0;0;0;0;0;0;0;0
"radzi";0,00799700759553468;0;0;0;0;0;0;0;0;0,00348490076549741;0;0;0;0;0;0;0;0;0
"rama";0,00114242965650495;0;0,00326097139903974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ramiê";0,00228485931300991;0;0;0;0;0;0;0;0;0;0;0;0,00767831563461841;0;0;0;0;0;0
"rana";0,00456971862601982;0;0;0;0;0;0;0;0;0;0,0030932642985177;0;0;0;0;0;0;0;0
"ranka";0,00228485931300991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0126378502468622
"ranny";0;0;0,00193373435598014;0;0;0,0014287829514512;0;0,00218119979451441;0;0,004133045962567;0,00366857032105947;0;0;0;0;0;0;0;0
"rano";0;0;0;0;0;0;0;0,00603163083289338;0;0;0,00507231430994748;0;0;0;0;0;0;0;0,0103617315670133
"rany";0;0;0;0;0;0;0;0;0;0,00241193939210685;0;0;0;0;0;0;0,0109655000655785;0,00964775756842741;0,00874679966320461
"raptowny";0,00114242965650495;0;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"ratowaæ";0;0,00422059770319114;0;0;0;0;0,00191261114057222;0,00218119979451441;0;0;0,00183428516052974;0;0;0;0;0;0;0;0,0149883223233947
"ravenclawu";0;0,00474496349663051;0,00326097139903974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raz";0,000677453189784109;0;0;0;0;0,0014287829514512;0,00191261114057222;0;0;0,0020665229812835;0;0;0,00455319011479013;0;0;0;0;0;0
"razem";0,00093276822050289;0,00193707819641323;0,00133125504562737;0;0;0,00295088284594553;0,00065835651710271;0,00225242926179761;0;0;0,00126279050042367;0;0,0015672931742847;0,009895000189887;0;0,00153464123315377;0,00485096350772509;0,00853603020672656;0
"remus";0;0,00948992699326102;0;0;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"reszta";0,001013417229255;0;0;0;0,00159355375153317;0,00106867402921809;0,00286111736124326;0;0;0,0015456787461223;0;0;0;0;0;0;0,00351359168630727;0;0,00560534082251355
"rezerwat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00751835072556386;0;0,0139396030619896;0
"rêka";0,0021947370971572;0;0,00375881781157706;0,00182712666682809;0;0,000925762250329069;0,00371775823270184;0;0;0,00133897801871629;0;0;0,0059003664938231;0;0;0;0;0;0,00971149815909405
"rêku";0,00228485931300991;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0257772024876475;0;0;0;0
"ricie";0,00114242965650495;0;0;0;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"riddlea";0,000936674292199236;0;0;0,0233935433035645;0,00294575775743632;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riddleów";0,00114242965650495;0;0;0;0,00359284016973848;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rita";0,00456971862601982;0,00237248174831526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"robiæ";0,00113753342807028;0;0,00108233183935871;0,00157833457101211;0,00119248065486866;0,00159941025519477;0;0,00122084089694368;0;0,00462662022318143;0;0;0;0;0;0,00249537618518813;0;0;0,0041945623035069
"roboty";0;0,00237248174831526;0;0;0;0,00240944177555162;0;0;0;0;0;0;0;0;0;0;0;0;0
"rod";0;0;0,00326097139903974;0;0;0;0;0,00367828710469262;0;0;0;0;0;0;0;0;0;0;0
"rodzaj";0;0;0;0;0;0;0;0;0;0;0;0;0,00767831563461841;0;0;0;0;0;0,0126378502468622
"rodzeñstwo";0;0;0;0;0;0;0;0;0;0,00964775756842741;0,025690600153641;0;0,01062849888153;0;0;0;0;0;0,00874679966320461
"rodzice";0,000877894838862881;0,00364624547390383;0,00375881781157706;0;0,00138045078920751;0,00462881125164535;0,0024785054884679;0;0;0;0;0,0189079926279331;0;0;0;0;0;0;0,00485574907954702
"rodzina";0,00138673214000402;0,00287982430535533;0,0047499752699174;0,00230891916487932;0;0,000584937607423062;0,000783014791267416;0,000892973833302705;0;0;0;0;0;0;0,00625790392703403;0,00365044395743652;0;0,00338410255281669;0,0122723096467905
"rok";0,00116986634732496;0;0;0;0,00183956306717083;0,00246730714053773;0;0,00188331258518961;0;0,0017842972239511;0,00158377620259279;0;0;0;0;0;0;0;0
"ron";0,00790105354976593;0,0173196660010432;0,0112764534347312;0,0255797733355933;0,0193263110489051;0,0101833847536198;0,00743551646540369;0,0155460958639631;0;0;0;0;0;0;0;0;0;0;0
"rona";0,00351157935545152;0,00455780684237979;0,00250587854105138;0,0109627600009685;0,00966315552445254;0,00370304900131628;0,00867476920963763;0,00706640721089233;0;0;0;0;0;0;0;0;0;0;0
"ronem";0,000877894838862881;0,00182312273695191;0,00501175708210275;0,00365425333365618;0,00276090157841501;0,000925762250329069;0,00371775823270184;0,00282656288435693;0;0;0;0;0;0;0;0;0;0;0
"ronowi";0,00135490637956822;0,00281373180212743;0,00193373435598014;0;0,00639159099078393;0;0,00382522228114444;0;0;0;0;0;0;0;0;0;0;0;0
"rosalie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0150367014511277;0,00792177442303314;0;0
"rose";0;0,00237248174831526;0;0;0;0,0120472088777581;0;0;0;0;0;0;0;0;0;0;0;0;0
"roœlina";0,00114242965650495;0;0,00326097139903974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozbiæ";0,000790688537968198;0;0;0,0032912555101663;0;0;0;0;0;0,00241193939210685;0,00214088334613675;0;0;0;0;0;0;0;0
"rozbroiæ";0;0;0;0;0;0,00240944177555162;0,00322535006300257;0;0;0;0;0;0;0;0;0;0;0;0
"rozdzia³";0;0;0;0;0,00294575775743632;0;0;0;0;0,00285725859734166;0;0;0;0;0;0;0;0,0114290343893666;0
